prefix,truth,prediction
"import java.util.*;
import java.io.*;

class Main {

    public static void main(String... args) throws Exception {
        PrintWriter out = new PrintWriter(new BufferedOutputStream(System.out));
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        int[] in = read(br);
        int INF = 0x3f3f3f3f;
        int N = in[0], M = in[1];
        int[][] w = new int[N+1][N+1];
        for (int i = 1; i <= N; i++) {
            Arrays.fill(w[i], INF);
        }
        for (int i = 0; i < M; i++) {
            int[] t = read(br);
            int x = t[0], y = t[1];
            w[x][y] = Math.min(w[x][y], t[2]);
            w[y][x] = Math.min(w[y][x], t[2]);
        }
        int[] dis = new int[N+1];
        boolean[] vis = new boolean[N+1];
        Arrays.fill(dis, INF);
        dis[1] = 0;
        Queue<Integer> queue = new LinkedList<>();
        queue.add(1); vis[1] = true;
        while (!queue.isEmpty()) {
            int i = queue.poll();
            vis[i] = false;
            for (int j = 1; j <= N; j++) {
                if (w[i][j]==INF) continue; //其实dis[i]不会为INF
","                if (dis[j] > dis[i] + w[i][j]) {
",if (dis[j] > dis[i] + w[i][j]) {
"/**
 * <p>
 *  windowsコンポーネントの制御機能の実装クラスを提供します。
 * </p>
 */
","package jp.primecloud.auto.component.windows.process;
",public class WindowsComponentControl extends AbstractComponentControl {
"package org.xson.tangyuan.aop;

import org.xson.common.object.XCO;

/**
 * AOP包装对象工具类
 */
","public class AopPkgUtil {
",public class AopUtil {
"package com.glodblock.github.extendedae.network.packet;

import com.glodblock.github.extendedae.ExtendedAE;
import com.glodblock.github.glodium.network.packet.CGenericPacket;
import net.minecraft.resources.ResourceLocation;
import org.jetbrains.annotations.NotNull;

public class CEAEGenericPacket extends CGenericPacket {

    public CEAEGenericPacket() {
        // NO-OP
","    }
",}
"package com.github.mybatis.easy.go.sourceAnnotation;

public @interface FunctionSource {
    /**
     * 引入此方法需要添加的依赖对象的全路径，多个逗号分割
     */
","    Class[] requiredClass();
",String[] imports() default {};
"public class NumWays_10_2 {

    //dp[i]：表示跳上i阶台阶的跳法
","    public int numWays(int n) {
",//dp[i] = dp[i-1] + dp[i-2]
"public class NumWays_10_2 {

    //dp[i]：表示跳上i阶台阶的跳法
    public int numWays(int n) {
        if(n == 0) return 1;
        int[] dp = new int[n + 1];
        dp[0] =dp[1]= 1;
        for(int i = 2; i < n + 1; i++){
            //状态转移方程：dp[i] = dp[i - 1] + dp[i - 2]
            dp[i] = (dp[i - 1] + dp[i - 2]) % 1000000007;
        }
        return dp[n];
    }
    
    //空间优化输出最后一个值即可
","    public int numWays2(int n) {
",public int numWays2(int n) {
"public class NumWays_10_2 {

    //dp[i]：表示跳上i阶台阶的跳法
    public int numWays(int n) {
        if(n == 0) return 1;
        int[] dp = new int[n + 1];
        dp[0] =dp[1]= 1;
        for(int i = 2; i < n + 1; i++){
            //状态转移方程：dp[i] = dp[i - 1] + dp[i - 2]
","            dp[i] = (dp[i - 1] + dp[i - 2]) % 1000000007;
",dp[i] = dp[i - 1] + dp[i - 2];
"package org.binchoo.paimonganyu.redeem.driven;

import org.binchoo.paimonganyu.redeem.RedeemResultCallback;
import org.binchoo.paimonganyu.redeem.RedeemTask;
import org.binchoo.paimonganyu.redeem.UserRedeem;

import java.util.Collection;
import java.util.List;

/**
 * 미호요 측 코드 리딤 기능에 접근하는 포트입니다.
 * @author : jbinchoo
 * @since : 2022/04/17
 */
","public interface RedemptionClientPort {
",public interface RedeemPort {
"package org.binchoo.paimonganyu.redeem.driven;

import org.binchoo.paimonganyu.redeem.RedeemResultCallback;
import org.binchoo.paimonganyu.redeem.RedeemTask;
import org.binchoo.paimonganyu.redeem.UserRedeem;

import java.util.Collection;
import java.util.List;

/**
 * 미호요 측 코드 리딤 기능에 접근하는 포트입니다.
 * @author : jbinchoo
 * @since : 2022/04/17
 */
public interface RedemptionClientPort {

    /**
     * 코드 리딤 요청을 전송합니다. 요청 결과를 수신하면 주입된 콜백을 실행하여 반응합니다.
     * @param redeemTasks 리딤 태스크 집단
     * @param resultCallback 각 리딤 태스크 요청 결과에 반응하는 콜백
     * @return 유저 리뎀션 이력 - {@link UserRedeem} 리스트
     */
","    List<UserRedeem> redeem(Collection<RedeemTask> redeemTasks, RedeemResultCallback resultCallback);
","List<UserRedeem> redeem(Collection<RedeemTask> redeemTasks, RedeemResultCallback resultCallback);"
"/*
Intercambiar el contenido de los elementos de un vector de enteros, de manera
que se intercambie lo que hay en la posición primera, con la ultima; la segunda
con la penúltima...
 */
","package primera2223;
",#include <iostream>
"/*
Intercambiar el contenido de los elementos de un vector de enteros, de manera
que se intercambie lo que hay en la posición primera, con la ultima; la segunda
con la penúltima...
 */
package primera2223;
public class Ejercicio017 {
    public static void main(String arg[]){
        int datos[] = {10, 20, 30, 40, 50, 60};
        for(int i = 0; i < datos.length; i++)
             if(i < datos.length -1)
                System.out.print(datos[i] + "" - "");
            else
                System.out.println(datos[i] + "". "");
        int inter;
        for(int i = 0; i < datos.length/2; i++){
            inter = datos[i];
            datos[i] = datos[datos.length - 1 -i]; 
            /* si no resto 1, va a buscar el elemento 6 que no existe, pues la 
            posición es la 5, por eso se crea una Exception*/
","            datos[datos.length - 1 - i] = inter;   
",if(i % 2 == 0)
"package org.openyu.commons.entity;

@Deprecated
/**
 * 因合併多個欄位成一個欄位,故不用再用此class,處理多個欄位 
 */
","public interface SeqNameEntity extends SeqEntity, NameEntity, LocaleEntity
",public class Field {
"/**
 * <p>
 *  画面機能で必要となるロジック(IMPL)を提供します。
 * </p>
 */
","package jp.primecloud.auto.service.impl;
",public class ScreenLogicImpl implements ScreenLogic {
"package com.ozguryazilim.telve.messagebus.command;

/**
 * Kullanıcıdan / Servisler'den alınan verilerle saklanabilecek komut türlerini tanımlar.
 * 
 * Serializable gibi sadece bir işaretçi.
 * 
 * Özellikle Günsonu vb. tanımlanacak işler için kullanılır. Bu tür komutlar için CommandEditor'ler hazırlanabilir.
 * 
 * @author Hakan Uygun
 */
","public interface StorableCommand extends Command{
",public interface Command {
"package com.ozguryazilim.telve.messagebus.command;

/**
 * Kullanıcıdan / Servisler'den alınan verilerle saklanabilecek komut türlerini tanımlar.
 * 
 * Serializable gibi sadece bir işaretçi.
 * 
 * Özellikle Günsonu vb. tanımlanacak işler için kullanılır. Bu tür komutlar için CommandEditor'ler hazırlanabilir.
 * 
 * @author Hakan Uygun
 */
public interface StorableCommand extends Command{
    
    /**
     * Kullanıcı tarafından komut adı değiştirilebilir.
     * 
     * Bu sayede aynı komutlar sistemde farklı komut olarak değerlendirilip dolaşabilir.
     * 
     * @param name 
     */
","    void setName( String name );
",public void setName(String name);
"package net.diyigemt.miraiboot.interfaces;

import net.diyigemt.miraiboot.entity.MessageEventPack;
import net.diyigemt.miraiboot.entity.PreProcessorData;

/**
 * <h2>消息预处理器的接口</h2>
 * 所有实现了该接口的类均可以作为消息预处理器
 * @param <T> 处理结果的类
 * @since 1.0.5
 */
","public interface IMessagePreProcessor<T> {
",public interface MessagePreProcessor<T> {
"package net.diyigemt.miraiboot.interfaces;

import net.diyigemt.miraiboot.entity.MessageEventPack;
import net.diyigemt.miraiboot.entity.PreProcessorData;

/**
 * <h2>消息预处理器的接口</h2>
 * 所有实现了该接口的类均可以作为消息预处理器
 * @param <T> 处理结果的类
 * @since 1.0.5
 */
public interface IMessagePreProcessor<T> {
	/**
	 * 对消息进行预处理
	 * @param source 消息纯文本
	 * @param eventPack 消息事件的封装
	 * @param data 预处理结果存放类
	 * @return 预处理结果
	 */
","	PreProcessorData<?> parseMessage(String source, MessageEventPack eventPack, PreProcessorData<T> data);
","T process(String source, MessageEventPack eventPack, PreProcessorData data);"
"package top.alumopper.mcfpp.type;
/** 
 啥用没用，表示这个东西可以被塞到data里面去
*/
","public interface IDataArg {
",public class Data {
"package fr.gouv.beta.fabnum.kelrisks.metier.referentiel.interfaces;


import fr.gouv.beta.fabnum.commun.metier.IAbstractCRUDService;
import fr.gouv.beta.fabnum.kelrisks.transverse.referentiel.entities.Commune;

/**
 * Interface du Service qui gère les entités Commune
 */
","public interface ICommuneService extends IAbstractCRUDService<Commune> {
",public interface ICommuneService extends IAbstractCRUDService<Commune> {
"package org.whirlplatform.server.driver.multibase.fetch;

import java.util.List;
import org.whirlplatform.meta.shared.ClassMetadata;
import org.whirlplatform.meta.shared.data.DataValue;
import org.whirlplatform.meta.shared.editor.db.AbstractTableElement;

/**
 * Формирует метаданные таблицы базы данных
 */
","public interface MetadataFetcher<T extends AbstractTableElement> {
",public class TableMetadata {
"package org.whirlplatform.server.driver.multibase.fetch;

import java.util.List;
import org.whirlplatform.meta.shared.ClassMetadata;
import org.whirlplatform.meta.shared.data.DataValue;
import org.whirlplatform.meta.shared.editor.db.AbstractTableElement;

/**
 * Формирует метаданные таблицы базы данных
 */
public interface MetadataFetcher<T extends AbstractTableElement> {

    /**
     * Формирует метаданные таблицы базы данных
     *
     * @param table  - табличный элемент
     * @param params - входные параметры
     * @return Метаданные таблицы
     */
","    ClassMetadata getClassMetadata(T table, List<DataValue> params);
","ClassMetadata<T> fetch(T table, List<DataValue> params);"
"package ru.ecom.mis.ejb.domain.patient.voc;

import javax.persistence.MappedSuperclass;

import ru.ecom.ejb.domain.simple.VocIdCodeName;

/**
 * Справочник
 */
","@MappedSuperclass
",@MappedSuperclass
"package coloryr.colormirai.plugin.pack.to;

import coloryr.colormirai.plugin.pack.PackBase;

/**
 * 14 [机器人]服务器主动要求更换另一个服务器（事件）
 */
","public class BotOfflineEventCPack extends PackBase {
",public class Pack14 extends PackBase {
"package com.raylew.algorithm.lanqiaocup;

/*
    海盗比酒量
    有一群海盗（不多于20人），在船上比拼酒量。过程如下：打开一瓶酒，
    所有在场的人平分喝下，有几个人倒下了。再打开一瓶酒平分，又有倒下的，再次重复......
    直到开了第4瓶酒，坐着的已经所剩无几，海盗船长也在其中。当第4瓶酒平分喝下后，大家都倒下了。
    等船长醒来，发现海盗船搁浅了。他在航海日志中写到：
    “......昨天，我正好喝了一瓶.......奉劝大家，开船不喝酒，喝酒别开船......”
    请你根据这些信息，推断开始有多少人，每一轮喝下来还剩多少人。
    如果有多个可能的答案，请列出所有答案，每个答案占一行。
    格式是：人数,人数,...
    例如,有一种可能是：20,5,4,2,0
 */
","public class LanQiao12_3 {
",public class _1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1
